N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Fertilizer Name,NPK_Distance_Score
295,4.4,634,7.9,0.53,1.17,5.13,0.46,3.21,1.25,14.05,0.48,1,25,50,40,Clayey,Pulses,20-20,113.542772228492
289,5.7,612,7.5,0.67,0.59,11.76,0.39,5.21,1.3,2.68,0.44,1,25,50,40,Clayey,Pulses,28-28,109.564768161962
314,11.8,359,7.6,0.52,1.27,6.33,0.52,2.15,0.86,3.59,0.27,1,30,59,31,Red,Tobacco,Urea,66.7780908890686
245,6.6,655,7.8,0.59,0.1,5.13,0.3,1.05,0.59,7.12,0.55,0,25,50,40,Clayey,Pulses,28-28,116.376117721352
257,7.2,697,7.9,0.64,0.78,6.64,0.29,2.06,0.47,16.03,0.73,0,25,50,40,Clayey,Pulses,Urea,124.002428762394
301,6.4,327,8.1,0.67,0.39,9.05,0.32,3.32,0.9,14.59,0.5,1,30,59,31,Red,Tobacco,DAP,61.053111838473
351,12.3,475,7.4,0.45,0.88,8.45,0.47,1.58,1.59,2.15,0.46,1,30,59,31,Red,Tobacco,14-35-14,87.4019917644061
276,7.2,348,7.5,0.69,0.2,10.26,0.56,2.69,1.36,9.32,0.29,1,30,59,31,Red,Tobacco,28-28,63.7000775839746
264,6.1,644,7.6,0.33,0.68,9.95,0.28,3.21,1.87,11.05,0.32,0,25,50,40,Clayey,Pulses,20-20,114.740279209704
358,11.4,401,7.8,0.54,0.49,8.45,0.31,3.57,0.86,7.36,0.21,1,30,59,31,Red,Tobacco,10-26-26,75.2376794354957
220,7,634,7.9,0.62,0.1,4.52,0.22,2.6,1.59,14.52,0.53,0,25,50,40,Clayey,Pulses,DAP,112.277111814723
270,7.7,771,7.1,0.2,0.78,8.75,0.35,7.32,2.02,19.03,0.44,1,25,50,40,Clayey,Pulses,14-35-14,137.321081151634
245,5.5,391,7.8,0.54,0.29,11.46,0.39,6.21,1.45,11.25,0.29,0,25,50,40,Clayey,Pulses,Urea,70.1302629149324
251,6.4,655,7.5,0.68,1.07,4.52,0.28,4.51,0.63,2.69,0.46,0,25,50,40,Clayey,Pulses,DAP,116.47059778237
301,8.1,729,7.6,0.36,0.88,7.84,0.54,5.32,0.85,8.12,0.34,1,25,50,40,Clayey,Pulses,20-20,130.376190878472
270,11.8,781,7.4,0.46,1.17,9.95,0.33,6.02,1.09,13.25,0.32,1,25,50,40,Clayey,Pulses,28-28,139.095315373822
257,6.6,401,7.9,0.61,0.1,8.45,0.38,4.96,1.57,9.36,0.5,0,25,50,40,Clayey,Pulses,14-35-14,72.1596609343941
264,7.9,380,7.2,0.33,0.88,11.16,0.49,3.51,0.96,10.85,0.21,1,25,50,40,Clayey,Pulses,10-26-26,68.7613567308314
276,11.2,475,7.5,0.35,0.39,4.52,0.52,6.32,0.54,8.62,0.34,1,25,50,40,Clayey,Pulses,Urea,85.3903033910201
270,8.6,454,7.52,0.41,0.68,7.84,0.66,4.21,1.08,11.47,0.44,1,25,50,40,Clayey,Pulses,10-26-26,81.6147830412257
213,7.5,306,7.63,0.51,0.59,8.45,0.39,3.2,1.77,9.63,0.32,0,25,50,40,Clayey,Pulses,DAP,54.7216266320417
157,6.8,760,7.71,0.73,0.2,6.33,0.54,1.6,0.39,18.05,0.36,0,25,50,40,Clayey,Pulses,14-35-14,134.052079311474
207,7.5,306,7.72,0.72,0.39,10.56,0.26,3.25,1.25,4.85,0.21,0,25,50,40,Clayey,Pulses,10-26-26,54.5520835145705
151,7.2,465,7.53,0.43,1.17,8.14,0.37,4.15,0.98,7.32,0.34,0,25,50,40,Clayey,Pulses,Urea,81.28261862516
201,7.7,507,7.82,0.43,0.78,7.84,0.55,6.32,0.63,13.85,0.25,0,25,50,40,Clayey,Pulses,14-35-14,89.4814924377723
220,9,338,7.52,0.84,0.1,3.92,0.42,2.85,1.54,11.25,0.17,0,25,50,40,Clayey,Pulses,28-28,60.3751908686764
207,8.6,454,7.44,0.41,0.88,4.22,0.6,3.02,0.87,6.32,0.5,0,25,50,40,Clayey,Pulses,10-26-26,80.2450407055587
151,7.9,380,7.42,0.62,0.29,5.43,0.28,4.15,0.63,7.54,0.25,0,25,50,40,Clayey,Pulses,Urea,66.2078726108509
163,6.1,296,7.34,0.44,0.39,7.24,0.33,9.62,0.42,15.22,0.53,0,25,50,40,Clayey,Pulses,DAP,51.7113174198268
276,8.6,486,7.52,0.52,0.68,4.83,0.38,4.15,1.02,9.02,0.27,1,25,50,40,Clayey,Pulses,20-20,87.2970003151846
270,8.3,465,7.29,0.63,0.1,8.45,0.45,7.62,1.63,11.52,0.42,1,25,50,40,Clayey,Pulses,Urea,83.5170954487859
69,8.1,422,7.42,0.53,0.59,6.33,0.41,3.52,0.89,18.63,0.32,0,25,50,40,Clayey,Pulses,DAP,72.7628036262214
307,103.1,232,7.25,0.82,0.49,5.13,0.27,6.25,1.02,10.25,0.21,1,36,68,50,Loamy,Wheat,14-35-14,46.7269508083805
31,78.9,433,7.72,0.62,0.29,8.75,0.33,4.05,0.54,6.32,0.25,0,34,65,45,Clayey,Paddy,28-28,74.6941880499
320,63.6,306,7.61,0.42,1.07,10.86,0.28,8.35,0.78,7.54,0.53,1,36,68,50,Loamy,Wheat,Urea,58.4611725226861
314,61.4,359,7.35,0.42,0.88,5.13,0.56,3.14,1.02,14.02,0.59,1,36,68,50,Loamy,Wheat,17-17-17,66.8538712780417
270,70.2,750,7.77,0.34,0.39,6.33,0.35,6.52,1.86,18.52,0.27,1,34,65,45,Clayey,Paddy,20-20,133.645486744583
276,68,296,7.65,0.53,0.68,8.75,0.29,4.12,1.32,11.25,0.4,1,36,68,50,Loamy,Wheat,Urea,55.1918302606567
270,65.8,306,8.02,0.64,0.2,11.16,0.36,8.06,0.93,9.62,0.53,1,36,68,50,Loamy,Wheat,28-28,56.6099163245351
69,74.6,454,7.72,0.56,0.59,7.54,0.24,3.45,1.25,8.05,0.21,0,34,65,45,Clayey,Paddy,14-35-14,78.6108405865511
276,81.1,380,7.71,0.71,0.78,3.92,0.35,2.21,1.54,4.51,0.5,1,34,65,45,Clayey,Paddy,DAP,69.2557371185831
270,68,317,7.51,0.53,1.07,8.45,0.28,1.59,0.84,6.32,0.25,1,36,68,50,Loamy,Wheat,17-17-17,58.439485394447
301,63.6,327,7.7,0.53,0.88,4.22,0.57,6.32,1.25,14.25,0.32,1,36,68,50,Loamy,Wheat,Urea,61.1409503918849
270,70.2,401,7.51,0.7,1.17,6.64,0.49,4.02,0.36,7.54,0.36,1,34,65,45,Clayey,Paddy,28-28,72.6018115200492
276,61.4,422,7.44,0.54,0.88,4.83,0.26,1.87,0.87,11.25,0.21,1,34,65,45,Clayey,Paddy,DAP,76.3221902550452
107,74.6,486,7.53,0.58,0.68,6.94,0.35,6.25,1.25,8.32,0.29,0,34,65,45,Clayey,Paddy,17-17-17,84.6308087512027
75,59.2,549,7.5,0.46,0.1,10.56,0.28,3.05,0.93,6.32,0.69,0,34,65,45,Clayey,Paddy,Urea,95.6501985730485
207,74.6,686,7.41,0.57,1.07,4.22,0.51,4.2,1.25,9.25,0.46,1,34,65,45,Clayey,Paddy,28-28,121.41669319292
100,74.6,412,7.51,0.45,0.78,7.54,0.26,3.54,1.63,14.25,0.29,0,34,65,45,Clayey,Paddy,Urea,71.3395524462244
207,78.9,718,7.29,0.52,0.2,5.43,0.37,6.02,0.85,18.22,0.46,1,34,65,45,Clayey,Paddy,DAP,127.128112181822
144,81.1,401,7.41,0.61,0.68,6.64,0.44,7.51,1.25,10.25,0.34,0,34,65,45,Clayey,Paddy,20-20,69.9606973491405
213,98.7,359,7.34,0.82,0.88,3.92,0.51,3.21,1.03,3.28,0.63,1,34,65,45,Clayey,Paddy,17-17-17,64.0754218498156
201,74.6,454,7.33,0.56,0.39,7.84,0.28,6.54,1.87,9.63,0.29,1,34,65,45,Clayey,Paddy,DAP,80.2334221749486
151,85.5,422,8.12,0.46,0.49,9.65,0.36,7.02,0.84,14.52,0.55,0,34,65,45,Clayey,Paddy,Urea,73.8033995178069
144,70.2,581,7.43,0.53,0.29,5.13,0.29,5.12,1.25,10.25,0.61,0,34,65,45,Clayey,Paddy,20-20,101.956680834839
282,72.4,549,7.62,0.63,0.1,3.32,0.37,6.32,1.63,7.54,0.46,1,34,65,45,Clayey,Paddy,28-28,98.4692706694292
207,76.8,560,7.42,0.42,0.78,7.54,0.48,4.15,1.02,13.25,0.29,1,34,65,45,Clayey,Paddy,14-35-14,99.0454214315566
220,9,454,7.03,0.53,0.68,3.62,0.22,9.03,1.87,10.58,0.21,0,25,50,40,Clayey,Pulses,Urea,80.4988402922701
276,12.9,401,7.91,0.52,0.2,7.54,0.26,2.15,0.84,6.33,0.71,1,25,50,40,Clayey,Pulses,DAP,72.6738089129908
282,13.2,433,7.02,0.81,0.1,4.22,0.37,6.32,0.93,14.25,0.29,1,25,50,40,Clayey,Pulses,20-20,78.3062487340681
264,12.1,560,7.44,0.53,1.07,10.86,0.48,1.25,1.02,10.25,0.42,1,25,50,40,Clayey,Pulses,28-28,99.9513821625776
195,9.4,539,7.58,0.76,0.88,8.75,0.56,7.02,1.33,7.54,0.34,0,25,50,40,Clayey,Pulses,DAP,95.0517930408556
188,9.2,444,7.32,0.49,0.59,3.92,0.52,3.25,1.58,6.32,0.74,0,25,50,40,Clayey,Pulses,Urea,78.1370607231348
226,9,422,7.43,0.71,0.88,8.14,0.48,5.22,0.78,9.25,0.42,0,25,50,40,Clayey,Pulses,14-35-14,75.0373592021393
213,9.6,729,7.8,0.49,0.2,4.22,0.37,8.33,0.65,10.25,0.29,0,25,50,40,Clayey,Pulses,28-28,129.087187416822
201,9,454,7.01,0.47,0.68,6.64,0.54,1.56,1.25,8.54,0.46,0,25,50,40,Clayey,Pulses,Urea,80.1327143637063
207,7.7,465,7.51,0.62,0.29,4.83,0.28,6.32,0.98,15.26,0.32,0,25,50,40,Clayey,Pulses,14-35-14,82.1794005892982
220,12.3,760,7.02,0.65,0.24,23.9,0.16,0.76,0.36,4.65,0.53,0,25,50,40,Clayey,Pulses,DAP,134.6981131874
276,9.4,486,7.04,0.74,0.24,23.9,0.16,0.76,0.36,4.65,0.53,1,25,50,40,Clayey,Pulses,17-17-17,87.2966334496601
226,10.3,612,7.05,0.48,0.41,4.5,0.31,0.44,0.44,6.2,0.71,0,25,50,40,Clayey,Pulses,DAP,108.462866103228
207,9.4,813,7.01,0.38,0.46,9.9,0.39,0.39,0.52,5.37,0.64,1,25,50,40,Clayey,Pulses,20-20,144.013250810566
270,11.4,655,7.05,0.62,0.51,7.1,0.44,1.11,0.23,1.88,1.17,1,25,50,40,Clayey,Pulses,14-35-14,116.782639070728
295,10.7,644,7.08,0.73,0.57,6.7,0.44,0.42,0.51,6.33,0.85,1,25,50,40,Clayey,Pulses,28-28,115.296415205409
238,8.3,412,7.06,0.36,0.7,4.6,0.31,0.34,0.63,7.13,0.65,0,25,50,40,Clayey,Pulses,Urea,73.5779331913754
207,9.4,444,7.1,0.64,0.51,10.8,0.38,0.27,0.61,6.41,0.77,0,25,50,40,Clayey,Pulses,DAP,78.4885831709667
182,9.2,465,7.4,0.6,0.51,6.8,0.42,1.24,0.31,10.23,0.84,0,25,50,40,Clayey,Pulses,14-35-14,81.7434731462507
232,8.8,665,7.5,0.37,0.41,4.7,0.5,0.21,0.21,2.11,0.51,0,25,50,40,Clayey,Pulses,20-20,117.953241841276
289,10.7,475,7.35,0.63,0.24,3.7,0.4,0.31,0.38,6.11,0.31,1,25,50,40,Clayey,Pulses,28-28,85.7084567673646
195,12.5,507,7.34,0.51,0.46,4.8,0.36,0.51,0.35,10.22,0.52,0,25,50,40,Clayey,Pulses,Urea,89.3821948806132
207,10.7,391,7.29,0.82,0.62,4.7,0.41,1.09,0.42,3.52,0.91,0,25,50,40,Clayey,Pulses,14-35-14,69.2188267759002
238,9.9,623,7.28,0.58,0.27,29.8,0.23,0.65,0.23,4.79,0.5,0,25,50,40,Clayey,Pulses,28-28,110.598556692244
201,11.4,834,7.25,0.47,0.41,5.4,0.41,0.61,0.24,6.62,0.52,0,25,50,40,Clayey,Pulses,20-20,147.705389275764
345,9.6,422,7.37,0.49,0.38,7.1,0.37,1.71,0.27,6.23,0.77,1,30,59,31,Red,Tobacco,Urea,78.2924978296711
238,10.3,454,7.41,0.66,0.68,2.7,0.4,1.32,0.38,3.12,0.85,0,25,50,40,Clayey,Pulses,DAP,80.8747503011901
201,10.5,444,7.28,0.88,0.46,6.6,0.34,1.31,0.47,6.33,0.77,0,25,50,40,Clayey,Pulses,17-17-17,78.373464026251
232,9.9,454,7.45,0.39,0.65,6.6,0.42,3.11,0.39,1.17,1.29,0,25,50,40,Clayey,Pulses,28-28,80.7462395840904
314,8.3,486,7.41,0.42,0.57,5.9,0.35,1.02,0.41,9.86,0.71,1,25,50,40,Clayey,Pulses,Urea,88.2440762447241
245,9.2,391,7.58,0.81,0.84,17.1,0.31,1.22,0.44,3.14,0.87,0,25,50,40,Clayey,Pulses,20-20,70.1276529316304
351,7.2,581,7.8,0.56,0.54,8.4,0.42,1.12,0.33,1.11,1.13,1,25,50,40,Clayey,Pulses,17-17-17,105.538742076179
264,9.9,454,7.4,0.33,0.73,5.1,0.42,0.81,0.23,4,1.44,1,25,50,40,Clayey,Pulses,DAP,81.4688240129969
364,7,391,7.9,0.57,0.51,6.7,0.34,0.53,0.31,1.72,1.22,1,30,59,31,Red,Tobacco,Urea,73.8089414691764
377,8.1,549,7.5,0.62,0.32,12.7,0.28,0.96,0.26,3.31,0.43,1,25,50,40,Clayey,Pulses,20-20,100.730410440481
282,5.3,697,7.6,0.58,0.46,6.4,0.3,0.34,0.22,1.88,0.07,1,25,50,40,Clayey,Pulses,28-28,124.404675908767
276,8.6,570,7.5,0.36,0.59,3.4,0.42,0.79,0.2,3.16,1.36,1,25,50,40,Clayey,Pulses,10-26-26,101.943108099169
320,3.9,507,7.4,0.34,0.51,4.7,42,44,0.42,1.22,1.17,1,25,50,40,Clayey,Pulses,Urea,92.0097041156249
276,7.9,433,7.9,0.61,0.41,5.9,0.4,0.41,0.22,1.21,1.12,1,25,50,40,Clayey,Pulses,DAP,78.149894548638
370,12.7,317,8.1,0.52,0.46,6.7,0.24,0.52,0.27,1.31,1.23,2,30,59,31,Red,Tobacco,20-20,62.1911595547761
207,7,623,7.5,0.59,0.43,8.9,0.42,0.62,0.27,3.11,1.32,0,25,50,40,Clayey,Pulses,14-35-14,110.139480369426
169,6.8,602,8.3,0.44,0.22,4.1,0.37,0.24,0.33,3.42,2.13,0,25,50,40,Clayey,Pulses,10-26-26,105.915560547355
345,4.4,686,8,0.56,0.35,7.7,0.4,0.22,0.24,2.71,1.12,1,25,50,40,Clayey,Pulses,20-20,123.654050659322
333,7.2,560,7.6,0.51,0.59,5.9,0.4,0.81,0.24,1.13,1.42,1,25,50,40,Clayey,Pulses,28-28,101.469795210525
188,11.4,602,7.9,0.6,0.51,3.7,0.41,0.62,0.34,2.44,1.88,0,25,50,40,Clayey,Pulses,Urea,106.147781630715
364,6.8,444,7.5,0.55,24,8.2,38,34,0.21,4.14,1.21,1,30,59,31,Red,Tobacco,28-28,82.5853611298105
326,10.1,803,7.4,0.53,0.57,6,0.37,0.98,0.37,1.43,1.29,1,25,50,40,Clayey,Pulses,Urea,143.866306186264
351,8.1,570,7.3,0.3,0.51,4.7,0.34,0.3,0.41,4.23,2.11,1,25,50,40,Clayey,Pulses,DAP,103.641293433948
377,5.3,623,7.2,0.58,0.32,9.9,0.09,0.9,0.21,0.11,0.43,1,25,50,40,Clayey,Pulses,14-35-14,113.431982279484
307,8.6,750,7.4,0.63,0.73,4.4,0.38,0.58,0.32,3.31,0.86,1,25,50,40,Clayey,Pulses,28-28,134.185677310534
295,12.5,560,7.9,0.51,0.51,21.4,0.13,1.06,0.22,1.42,0.15,1,25,50,40,Clayey,Pulses,20-20,100.591219418326
213,7,718,7.5,0.47,0.3,1.8,0.22,1.29,0.09,3.09,0.33,0,25,50,40,Clayey,Pulses,10-26-26,127.127394529308
226,4.4,760,7.8,0.32,0.57,5.9,0.42,0.21,0.22,3.41,0.73,0,25,50,40,Clayey,Pulses,DAP,134.773811142183
301,7.2,528,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71,2,25,50,40,Clayey,Pulses,14-35-14,95.1653045975497
314,6.8,602,7.4,0.55,0.19,17.2,0.2,0.73,0.25,31,0.47,2,25,50,40,Clayey,Pulses,Urea,108.328050259364
270,10.5,475,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61,2,25,50,40,Clayey,Pulses,DAP,85.2484433275256
295,7.9,623,7.3,0.54,0.19,17,0.13,4.82,0.17,10.6,0.25,1,25,50,40,Clayey,Pulses,20-20,111.610715315409
245,7.5,570,7,0.69,0.51,8.8,0.19,1.47,0.24,12.59,0.36,1,25,50,40,Clayey,Pulses,28-28,101.356208145697
282,12.9,612,7.9,0.51,0.41,6.6,0.41,1.29,0.33,6.21,0.61,1,25,50,40,Clayey,Pulses,14-35-14,109.427020642514
264,7.7,380,7.2,0.36,0.32,6.8,0.19,1.02,0.19,18.82,0.46,1,25,50,40,Clayey,Pulses,10-26-26,68.7614931314258
339,8.1,560,7.5,0.73,0.54,2.4,0.43,0.6,0.19,2.69,1.3,1,25,50,40,Clayey,Pulses,Urea,101.616941958075
289,7,444,7.6,0.58,0.46,4.7,0.46,1.09,0.27,6.31,0.35,1,25,50,40,Clayey,Pulses,10-26-26,80.3805504075765
320,65.8,528,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29,2,34,65,45,Clayey,Paddy,DAP,95.6819758719806
345,76.8,676,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32,2,34,65,45,Clayey,Paddy,14-35-14,121.976326075028
333,7.2,549,7.4,0.66,0.46,7.2,0.28,1.87,0.27,13.38,0.47,1,25,50,40,Clayey,Pulses,10-26-26,99.5704341288088
301,111.8,486,7.5,0.54,0.43,6.5,0.25,1.57,0.23,18.71,0.35,1,34,65,45,Clayey,Paddy,Urea,88.173140471578
314,7.9,581,7.9,0.58,0.49,4.8,0.4,0.68,0.21,8.91,1.24,1,25,50,40,Clayey,Pulses,14-35-14,104.668555829186
326,7.5,612,8.2,0.5,0.57,1.6,0.22,2.18,0.14,18.06,0.5,1,25,50,40,Clayey,Pulses,28-28,110.331753498643
358,8.3,517,8.1,0.45,0.46,7.1,0.22,1.61,0.3,13.14,0.41,1,25,50,40,Clayey,Pulses,10-26-26,94.7438863263384
320,6.6,602,8,0.52,0.35,7.2,0.34,0.49,0.31,1.27,0.47,1,25,50,40,Clayey,Pulses,Urea,108.458433232362
370,125,528,8.1,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38,2,34,65,45,Clayey,Paddy,DAP,97.272687748336
339,6.8,560,8,0.61,0.62,8.9,0.07,1.5,0.19,30.48,0.35,1,25,50,40,Clayey,Pulses,20-20,101.617567504133
226,15.1,549,7.2,0.59,0.46,5.1,0.36,1.7,0.29,6.59,1.69,1,25,50,40,Clayey,Pulses,Urea,97.3184579303171
326,7.5,433,8.1,0.76,0.41,27.3,0.23,1.22,0.38,1.38,0.49,1,30,59,31,Red,Tobacco,DAP,79.5542924683626
232,11.4,570,8.1,0.54,0.41,7.1,0.31,0.63,0.42,4.32,1.13,1,25,50,40,Clayey,Pulses,14-35-14,101.12882793003
220,7.7,517,8.3,0.73,0.46,6.4,0.35,0.53,0.42,3.77,0.86,0,25,50,40,Clayey,Pulses,28-28,91.5714641152495
301,7.2,591,8,0.75,0.32,31,0.19,1.24,0.34,14.31,0.43,1,25,50,40,Clayey,Pulses,Urea,106.131062569818
351,5.7,581,7.4,0.61,0.78,5.8,0.44,1.13,0.22,21.32,1.49,1,25,50,40,Clayey,Pulses,17-17-17,105.539518320441
282,12.7,465,7.5,0.63,0.3,24.4,0.09,1.03,0.25,9.35,0.39,1,25,50,40,Clayey,Pulses,20-20,83.8085284973428
364,7.7,602,7.9,0.53,0.32,10.78,0.7,1.21,0.22,7.45,0.34,1,25,50,40,Clayey,Pulses,Urea,109.484668898513
339,11,623,8.3,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19,2,25,50,40,Clayey,Pulses,28-28,112.533737749155
383,118.4,665,8.1,0.6,0.65,8.7,0.4,0.67,0.34,3.13,1.41,2,34,65,45,Clayey,Paddy,14-35-14,121.062048491442
370,7,528,7.5,0.56,0.73,7.1,0.37,0.74,0.38,1.14,1.35,1,25,50,40,Clayey,Pulses,DAP,96.9566022225027
295,8.1,803,8,0.32,0.78,6.7,0.34,0.77,0.18,7.81,1.24,1,25,50,40,Clayey,Pulses,17-17-17,143.369433757666
270,9.4,539,8.3,0.69,0.76,5.9,0.31,0.81,0.23,1.29,0.79,1,25,50,40,Clayey,Pulses,Urea,96.3948552765127
377,8.6,549,8.1,0.55,0.57,3.8,0.37,1.11,0.21,1.12,1.17,1,25,50,40,Clayey,Pulses,28-28,100.730193276104
220,7.2,507,8,0.38,0.78,4.7,0.4,0.72,0.17,14.02,1.26,0,25,50,40,Clayey,Pulses,DAP,89.8097865665506
207,11.2,317,7.4,0.32,0.62,6.6,0.34,0.78,0.28,1.21,0.49,0,25,50,40,Clayey,Pulses,17-17-17,56.4289005363622
264,7.7,539,7.9,0.49,0.65,4.4,0.36,0.83,0.28,1.01,0.57,1,25,50,40,Clayey,Pulses,Urea,96.2725808738158
220,7,781,7.5,0.54,0.76,1.5,0.32,0.77,0.18,8.14,1.29,0,25,50,40,Clayey,Pulses,28-28,138.444907928013
213,12.5,549,7.8,0.1,0.51,4.7,0.34,1.22,0.21,1.82,0.84,1,25,50,40,Clayey,Pulses,Urea,97.1027156678184
370,6.6,591,7.3,0.38,0.65,0.64,0.36,0.77,0.18,2.11,1.18,1,25,50,40,Clayey,Pulses,DAP,107.740391911085
383,14,718,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,1.31,2,25,50,40,Clayey,Pulses,20-20,130.04726393622
351,8.6,771,7.9,0.45,0.59,4.9,0.38,0.74,0.22,3.13,0.65,1,25,50,40,Clayey,Pulses,17-17-17,138.673441013594
377,11.2,623,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85,2,25,50,40,Clayey,Pulses,DAP,113.429676913458
364,11.4,602,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,1.51,2,25,50,40,Clayey,Pulses,Urea,109.483422296326
333,12.3,686,7.4,0.57,0.41,6.4,0.34,1.29,0.27,0.84,1.27,1,25,50,40,Clayey,Pulses,20-20,123.406438549734
301,6.8,539,7.5,0.3,0.57,4.7,0.4,1.13,0.3,8.14,0.8,1,25,50,40,Clayey,Pulses,28-28,97.0739405415428
201,8.3,591,7.6,0.68,0.57,5.9,0.42,0.81,0.37,7.35,0.71,0,25,50,40,Clayey,Pulses,14-35-14,104.36888334744
358,10.7,665,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,1.49,2,25,50,40,Clayey,Pulses,Urea,120.266362497601
345,8.1,634,7.1,0.56,0.59,7.2,0.33,0.47,0.41,2.29,0.65,1,25,50,40,Clayey,Pulses,DAP,114.582658010875
370,7.2,581,7.3,0.34,0.49,5.5,0.36,1.33,0.31,8.23,0.71,1,25,50,40,Clayey,Pulses,20-20,106.02063660224
257,4.4,507,7.1,0.75,0.68,6.5,0.4,0.97,0.24,2.75,1.46,0,25,50,40,Clayey,Pulses,28-28,90.5336007491801
339,8.3,549,7.5,0.31,0.65,8.4,0.44,0.44,0.31,3.17,1.27,1,25,50,40,Clayey,Pulses,DAP,99.7202941345442
377,7.9,602,7.8,0.55,0.86,6.3,0.42,0.69,0.83,7.6,1.84,1,25,50,40,Clayey,Pulses,Urea,109.81164077327
351,9.6,623,7.9,0.43,0.57,5.9,0.37,1.28,0.41,9.53,1.17,1,25,50,40,Clayey,Pulses,14-35-14,112.807389494853
339,6.8,570,7.5,0.79,0.59,1.7,0.13,1.45,0.33,2.72,0.36,1,25,50,40,Clayey,Pulses,28-28,103.344429549971
201,12.9,433,7.8,0.46,0.65,2.5,0.09,1.44,0.2,19.69,0.22,1,25,50,40,Clayey,Pulses,Urea,76.4404980394995
345,7.5,528,7.9,0.82,0.65,2.5,0.09,1.44,0.2,19.69,0.22,1,25,50,40,Clayey,Pulses,14-35-14,96.2679804395244
333,8.3,665,7.3,0.3,0.46,7.2,0.27,1.87,0.47,13.38,0.28,1,25,50,40,Clayey,Pulses,DAP,119.731819492655
351,7,549,7.5,0.37,0.3,6.3,0.21,0.71,0.5,3.11,0.09,1,25,50,40,Clayey,Pulses,17-17-17,100.029170441251
295,14.5,612,8.2,0.38,0.49,7.54,0.36,2.25,0.69,12.36,0.48,1,25,50,40,Clayey,Pulses,DAP,109.680527622799
282,9.2,676,8,0.62,0.78,11.46,0.47,7.15,1.02,4.51,0.25,1,25,50,40,Clayey,Pulses,20-20,120.69572227981
257,11.6,433,7.4,0.73,0.1,4.22,0.25,3.26,1.24,9.62,0.42,1,25,50,40,Clayey,Pulses,14-35-14,77.6674018610092
270,12.1,401,7.9,0.36,0.78,8.45,0.21,9.05,0.77,14.55,0.17,1,25,50,40,Clayey,Pulses,28-28,72.5070098055866
289,14.5,549,7.3,0.64,1.07,11.16,0.34,4.55,0.53,6.32,0.29,1,25,50,40,Clayey,Pulses,Urea,98.5429585136666
301,13.6,496,7.8,0.6,0.88,8.45,0.51,6.28,1.25,17.54,0.46,1,25,50,40,Clayey,Pulses,DAP,89.6289903234138
295,12.5,412,7.2,0.37,0.39,6.64,0.27,1.05,1.39,11.58,0.25,1,30,59,31,Red,Tobacco,14-35-14,75.0851011474188
276,15.4,433,7.3,0.63,0.88,5.43,0.33,6.25,0.54,7.54,0.31,1,25,50,40,Clayey,Pulses,20-20,78.1475070340113
326,13.4,454,7.9,0.51,0.49,7.84,0.28,8.25,0.33,13.02,0.32,1,30,59,31,Red,Tobacco,28-28,83.1124638319178
270,13.8,845,7.5,0.82,0.1,3.32,0.45,1.32,0.78,8.54,0.42,1,25,50,40,Clayey,Pulses,Urea,150.471090421184
289,14.7,750,8.1,0.58,0.68,5.13,0.37,4.51,0.59,11.63,0.31,1,25,50,40,Clayey,Pulses,14-35-14,133.887777882856
314,8.3,591,8,0.47,1.07,11.76,0.25,3.25,0.62,19.52,0.61,1,25,50,40,Clayey,Pulses,28-28,106.409701851176
345,9.9,507,7.9,0.49,0.78,8.45,0.59,7.54,0.37,14.33,0.34,1,25,50,40,Clayey,Pulses,20-20,92.6752916593871
307,6.8,370,7.3,0.66,0.2,7.24,0.51,6.05,1.36,10.56,0.42,1,30,59,31,Red,Tobacco,Urea,68.3754705940529
339,7.5,475,7.2,0.88,0.78,4.83,0.34,8.21,1.07,7.54,0.55,1,30,59,31,Red,Tobacco,DAP,87.0575329941223
314,10.3,676,7.9,0.39,0.1,3.32,0.28,3.25,1.94,9.36,0.67,1,25,50,40,Clayey,Pulses,17-17-17,121.279885409451
333,12.7,887,7.4,0.42,0.68,5.43,0.34,1.96,2.01,14.52,0.34,1,25,50,40,Clayey,Pulses,28-28,158.837739544893
351,14.3,560,7.6,0.37,1.07,8.14,0.28,1.05,0.87,13.26,0.48,1,25,50,40,Clayey,Pulses,Urea,101.917791471535
358,10.1,602,7.8,0.32,0.29,9.95,0.33,2.51,0.51,10.85,0.42,1,25,50,40,Clayey,Pulses,20-20,109.336443582934
301,10.3,412,7.3,0.77,0.78,4.22,0.52,7.15,0.39,7.54,0.74,1,30,59,31,Red,Tobacco,17-17-17,75.2587995114779
326,11.8,444,7.4,0.4,0.1,8.45,0.48,3.25,0.46,9.55,0.88,1,30,59,31,Red,Tobacco,DAP,81.4147966046902
